"group","counterbalance","block_type","block","delay_condition","trial","chosen","unchosen","offer_left_image","offer_right_image","exp_value_chosen","exp_value_unchosen","choice_location","choice_key","exp_value1","exp_value2","exp_value3","exp_value4","reward","coins_per_block","coins_per_task","ITI_duration","rt_deadline","choice_feedback_duration","outcome_duration","subject","rt"
"ADHD","start_with_long_delay"," test",6,1,15,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,7,70,1,6,0.5,1,"0DKx3BNQ",0.541883100057021
"ADHD","start_with_long_delay"," test",6,1,16,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,8,71,1,6,0.5,1,"0DKx3BNQ",0.259911400033161
"ADHD","start_with_long_delay"," test",6,1,17,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,9,72,1,6,0.5,1,"0DKx3BNQ",0.547382300021127
"ADHD","start_with_long_delay"," test",6,1,18,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,10,73,1,6,0.5,1,"0DKx3BNQ",1.14576699980535
"ADHD","start_with_long_delay"," test",6,1,19,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,11,74,1,6,0.5,1,"0DKx3BNQ",0.296355200000107
"ADHD","start_with_long_delay"," test",6,1,20,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,11,74,1,6,0.5,1,"0DKx3BNQ",0.613119299989194
"ADHD","start_with_long_delay"," test",6,1,21,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,11,74,1,6,0.5,1,"0DKx3BNQ",0.262120899977162
"ADHD","start_with_long_delay"," test",6,1,22,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,12,75,1,6,0.5,1,"0DKx3BNQ",0.277003000024706
"ADHD","start_with_long_delay"," test",6,1,23,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,13,76,1,6,0.5,1,"0DKx3BNQ",0.498245200142264
"ADHD","start_with_long_delay"," test",6,1,24,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,14,77,1,6,0.5,1,"0DKx3BNQ",0.298933999845758
"ADHD","start_with_long_delay"," test",6,1,25,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,15,78,1,6,0.5,1,"0DKx3BNQ",0.547757599968463
"ADHD","start_with_long_delay"," test",7,7,1,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,0,78,1,6,0.5,1,"0DKx3BNQ",0.457407600013539
"ADHD","start_with_long_delay"," test",7,7,2,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,1,79,1,6,0.5,1,"0DKx3BNQ",0.621150800026953
"ADHD","start_with_long_delay"," test",7,7,3,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,1,79,1,6,0.5,1,"0DKx3BNQ",0.780141499824822
"ADHD","start_with_long_delay"," test",7,7,4,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,1,79,1,6,0.5,1,"0DKx3BNQ",0.48888189997524
"ADHD","start_with_long_delay"," test",7,7,5,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,2,80,1,6,0.5,1,"0DKx3BNQ",0.46639890014194
"ADHD","start_with_long_delay"," test",7,7,6,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,2,80,1,6,0.5,1,"0DKx3BNQ",0.729315800126642
"ADHD","start_with_long_delay"," test",7,7,7,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,3,81,1,6,0.5,1,"0DKx3BNQ",0.464681699872017
"ADHD","start_with_long_delay"," test",7,7,8,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,3,81,1,6,0.5,1,"0DKx3BNQ",0.46249289996922
"ADHD","start_with_long_delay"," test",7,7,9,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,3,81,1,6,0.5,1,"0DKx3BNQ",0.587608400033787
"ADHD","start_with_long_delay"," test",7,7,10,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,4,82,1,6,0.5,1,"0DKx3BNQ",0.318326399894431
"ADHD","start_with_long_delay"," test",7,7,11,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,5,83,1,6,0.5,1,"0DKx3BNQ",0.301527000032365
"ADHD","start_with_long_delay"," test",7,7,12,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,5,83,1,6,0.5,1,"0DKx3BNQ",0.297977700131014
"ADHD","start_with_long_delay"," test",7,7,13,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,5,83,1,6,0.5,1,"0DKx3BNQ",0.243726700078696
"ADHD","start_with_long_delay"," test",7,7,14,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,6,84,1,6,0.5,1,"0DKx3BNQ",0.298129299888387
"ADHD","start_with_long_delay"," test",7,7,15,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,0,6,84,1,6,0.5,1,"0DKx3BNQ",0.915030899923295
"ADHD","start_with_long_delay"," test",7,7,16,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,7,85,1,6,0.5,1,"0DKx3BNQ",0.830885700182989
"ADHD","start_with_long_delay"," test",7,7,17,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,8,86,1,6,0.5,1,"0DKx3BNQ",0.553105700062588
"ADHD","start_with_long_delay"," test",7,7,18,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,9,87,1,6,0.5,1,"0DKx3BNQ",0.847950299968943
"ADHD","start_with_long_delay"," test",7,7,19,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,9,87,1,6,0.5,1,"0DKx3BNQ",0.259645800106227
"ADHD","start_with_long_delay"," test",7,7,20,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,10,88,1,6,0.5,1,"0DKx3BNQ",0.293255199911073
"ADHD","start_with_long_delay"," test",7,7,21,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,0,10,88,1,6,0.5,1,"0DKx3BNQ",0.6202481999062
"ADHD","start_with_long_delay"," test",7,7,22,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,10,88,1,6,0.5,1,"0DKx3BNQ",0.266845899866894
"ADHD","start_with_long_delay"," test",7,7,23,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,10,88,1,6,0.5,1,"0DKx3BNQ",0.618199900025502
"ADHD","start_with_long_delay"," test",7,7,24,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,10,88,1,6,0.5,1,"0DKx3BNQ",0.44169280002825
"ADHD","start_with_long_delay"," test",7,7,25,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,11,89,1,6,0.5,1,"0DKx3BNQ",0.348650099942461
"ADHD","start_with_long_delay"," test",8,1,1,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,1,90,1,6,0.5,1,"0DKx3BNQ",0.740868099965155
"ADHD","start_with_long_delay"," test",8,1,2,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,2,91,1,6,0.5,1,"0DKx3BNQ",0.319244399899617
"ADHD","start_with_long_delay"," test",8,1,3,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,2,91,1,6,0.5,1,"0DKx3BNQ",0.428544699912891
"ADHD","start_with_long_delay"," test",8,1,4,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,3,92,1,6,0.5,1,"0DKx3BNQ",0.343834399944171
"ADHD","start_with_long_delay"," test",8,1,5,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,4,93,1,6,0.5,1,"0DKx3BNQ",0.299353700131178
"ADHD","start_with_long_delay"," test",8,1,6,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,4,93,1,6,0.5,1,"0DKx3BNQ",0.339449499966577
"ADHD","start_with_long_delay"," test",8,1,7,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,4,93,1,6,0.5,1,"0DKx3BNQ",0.335946600185707
"ADHD","start_with_long_delay"," test",8,1,8,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,5,94,1,6,0.5,1,"0DKx3BNQ",0.325840099947527
"ADHD","start_with_long_delay"," test",8,1,9,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,5,94,1,6,0.5,1,"0DKx3BNQ",0.770375399850309
"ADHD","start_with_long_delay"," test",8,1,10,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,5,94,1,6,0.5,1,"0DKx3BNQ",0.920481099979952
"ADHD","start_with_long_delay"," test",8,1,11,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,1,6,95,1,6,0.5,1,"0DKx3BNQ",0.392503099981695
"ADHD","start_with_long_delay"," test",8,1,12,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,6,95,1,6,0.5,1,"0DKx3BNQ",0.477237999904901
"ADHD","start_with_long_delay"," test",8,1,13,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,6,95,1,6,0.5,1,"0DKx3BNQ",0.328264400130138
"ADHD","start_with_long_delay"," test",8,1,14,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,6,95,1,6,0.5,1,"0DKx3BNQ",0.340240100165829
"ADHD","start_with_long_delay"," test",8,1,15,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,1,7,96,1,6,0.5,1,"0DKx3BNQ",0.395512499846518
"ADHD","start_with_long_delay"," test",8,1,16,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,1,8,97,1,6,0.5,1,"0DKx3BNQ",0.360351999988779
"ADHD","start_with_long_delay"," test",8,1,17,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,1,9,98,1,6,0.5,1,"0DKx3BNQ",0.561381899984553
"ADHD","start_with_long_delay"," test",8,1,18,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,10,99,1,6,0.5,1,"0DKx3BNQ",0.452728499891236
"ADHD","start_with_long_delay"," test",8,1,19,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,10,99,1,6,0.5,1,"0DKx3BNQ",0.344416500069201
"ADHD","start_with_long_delay"," test",8,1,20,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,11,100,1,6,0.5,1,"0DKx3BNQ",0.662568700034171
"ADHD","start_with_long_delay"," test",8,1,21,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,12,101,1,6,0.5,1,"0DKx3BNQ",0.400942400097847
"ADHD","start_with_long_delay"," test",8,1,22,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,12,101,1,6,0.5,1,"0DKx3BNQ",0.442587900208309
"ADHD","start_with_long_delay"," test",8,1,23,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,13,102,1,6,0.5,1,"0DKx3BNQ",0.368724799947813
"ADHD","start_with_long_delay"," test",8,1,24,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,13,102,1,6,0.5,1,"0DKx3BNQ",0.370439399965107
"ADHD","start_with_long_delay"," test",8,1,25,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,1,14,103,1,6,0.5,1,"0DKx3BNQ",0.360417800024152
"control","start_with_long_delay"," test",1,7,1,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,1,1,1,6,0.5,1,"3f5MYPfx",0.681591100001242
"control","start_with_long_delay"," test",1,7,2,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,1,1,1,6,0.5,1,"3f5MYPfx",0.637272100007976
"control","start_with_long_delay"," test",1,7,3,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,1,1,1,6,0.5,1,"3f5MYPfx",0.509973799998988
"control","start_with_long_delay"," test",1,7,4,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,1,1,1,6,0.5,1,"3f5MYPfx",0.348073000001023
"control","start_with_long_delay"," test",1,7,5,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,1,1,1,6,0.5,1,"3f5MYPfx",0.710176699998556
"control","start_with_long_delay"," test",1,7,6,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,1,1,1,6,0.5,1,"3f5MYPfx",0.839062600003672
"control","start_with_long_delay"," test",1,7,7,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,1,1,1,6,0.5,1,"3f5MYPfx",0.493105500005186
"control","start_with_long_delay"," test",1,7,8,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,1,1,1,6,0.5,1,"3f5MYPfx",0.686731800000416
"control","start_with_long_delay"," test",1,7,9,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,2,2,1,6,0.5,1,"3f5MYPfx",0.435866600004374
"control","start_with_long_delay"," test",1,7,10,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,3,3,1,6,0.5,1,"3f5MYPfx",0.685446599993156
"control","start_with_long_delay"," test",1,7,11,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,0,3,3,1,6,0.5,1,"3f5MYPfx",1.05079900000419
"control","start_with_long_delay"," test",1,7,12,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,3,3,1,6,0.5,1,"3f5MYPfx",1.42859759999556
"control","start_with_long_delay"," test",1,7,13,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,4,4,1,6,0.5,1,"3f5MYPfx",1.25177580000309
"control","start_with_long_delay"," test",1,7,14,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,5,5,1,6,0.5,1,"3f5MYPfx",0.853320099995472
"control","start_with_long_delay"," test",1,7,15,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,6,6,1,6,0.5,1,"3f5MYPfx",0.711920000001555
"control","start_with_long_delay"," test",1,7,16,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,1,7,7,1,6,0.5,1,"3f5MYPfx",0.055945400003111
"control","start_with_long_delay"," test",1,7,17,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,7,7,1,6,0.5,1,"3f5MYPfx",0.934481000003871
"control","start_with_long_delay"," test",1,7,18,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,7,7,1,6,0.5,1,"3f5MYPfx",0.821021499999915
"control","start_with_long_delay"," test",1,7,19,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,7,7,1,6,0.5,1,"3f5MYPfx",0.399612100009108
"control","start_with_long_delay"," test",1,7,20,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,8,8,1,6,0.5,1,"3f5MYPfx",1.13435789999494
"control","start_with_long_delay"," test",1,7,21,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,8,8,1,6,0.5,1,"3f5MYPfx",0.470864100003382
"control","start_with_long_delay"," test",1,7,22,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,8,8,1,6,0.5,1,"3f5MYPfx",0.594111099999282
"control","start_with_long_delay"," test",1,7,23,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,9,9,1,6,0.5,1,"3f5MYPfx",0.552077100001043
"control","start_with_long_delay"," test",1,7,24,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,9,9,1,6,0.5,1,"3f5MYPfx",1.03529210000124
"control","start_with_long_delay"," test",1,7,25,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,10,10,1,6,0.5,1,"3f5MYPfx",0.958754999999655
"control","start_with_long_delay"," test",2,1,1,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,1,11,1,6,0.5,1,"3f5MYPfx",0.992075699992711
"control","start_with_long_delay"," test",2,1,2,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,2,12,1,6,0.5,1,"3f5MYPfx",0.98887200000172
"control","start_with_long_delay"," test",2,1,3,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,2,12,1,6,0.5,1,"3f5MYPfx",0.398059400002239
"control","start_with_long_delay"," test",2,1,4,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,3,13,1,6,0.5,1,"3f5MYPfx",0.663219800000661
"control","start_with_long_delay"," test",2,1,5,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,3,13,1,6,0.5,1,"3f5MYPfx",0.601538100003381
"control","start_with_long_delay"," test",2,1,6,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,4,14,1,6,0.5,1,"3f5MYPfx",0.85493800000404
"control","start_with_long_delay"," test",2,1,7,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,4,14,1,6,0.5,1,"3f5MYPfx",0.608703299993067
"control","start_with_long_delay"," test",2,1,8,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,5,15,1,6,0.5,1,"3f5MYPfx",0.632787700000335
"control","start_with_long_delay"," test",2,1,9,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,5,15,1,6,0.5,1,"3f5MYPfx",0.460213900005328
"control","start_with_long_delay"," test",2,1,10,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,6,16,1,6,0.5,1,"3f5MYPfx",0.517706600003294
"control","start_with_long_delay"," test",2,1,11,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,6,16,1,6,0.5,1,"3f5MYPfx",1.11299380000855
"control","start_with_long_delay"," test",2,1,12,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,7,17,1,6,0.5,1,"3f5MYPfx",0.506369199996698
"control","start_with_long_delay"," test",2,1,13,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,8,18,1,6,0.5,1,"3f5MYPfx",0.597477800009074
"control","start_with_long_delay"," test",2,1,14,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,9,19,1,6,0.5,1,"3f5MYPfx",1.91908740000508
"control","start_with_long_delay"," test",2,1,15,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,9,19,1,6,0.5,1,"3f5MYPfx",1.57247610000195
"control","start_with_long_delay"," test",2,1,16,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,0,9,19,1,6,0.5,1,"3f5MYPfx",0.883404600012
"control","start_with_long_delay"," test",2,1,17,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,10,20,1,6,0.5,1,"3f5MYPfx",0.740380200004438
"control","start_with_long_delay"," test",2,1,18,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,11,21,1,6,0.5,1,"3f5MYPfx",1.62642149999738
"control","start_with_long_delay"," test",2,1,19,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,11,21,1,6,0.5,1,"3f5MYPfx",1.03358930000104
"control","start_with_long_delay"," test",2,1,20,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,11,21,1,6,0.5,1,"3f5MYPfx",0.621205000003101
"control","start_with_long_delay"," test",2,1,21,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,11,21,1,6,0.5,1,"3f5MYPfx",0.801938000004156
"control","start_with_long_delay"," test",2,1,22,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,0,11,21,1,6,0.5,1,"3f5MYPfx",0.534127299993997
"control","start_with_long_delay"," test",2,1,23,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,12,22,1,6,0.5,1,"3f5MYPfx",0.542021600005683
"control","start_with_long_delay"," test",2,1,24,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,13,23,1,6,0.5,1,"3f5MYPfx",0.675936900006491
"control","start_with_long_delay"," test",2,1,25,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,13,23,1,6,0.5,1,"3f5MYPfx",1.17308579999371
"control","start_with_long_delay"," test",3,7,1,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,1,1,24,1,6,0.5,1,"3f5MYPfx",0.739756199996918
"control","start_with_long_delay"," test",3,7,2,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,1,2,25,1,6,0.5,1,"3f5MYPfx",0.364271999991615
"control","start_with_long_delay"," test",3,7,3,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,2,25,1,6,0.5,1,"3f5MYPfx",0.617461899993941
"control","start_with_long_delay"," test",3,7,4,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,2,25,1,6,0.5,1,"3f5MYPfx",0.520954599996912
"control","start_with_long_delay"," test",3,7,5,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,1,3,26,1,6,0.5,1,"3f5MYPfx",0.650396299999557
"control","start_with_long_delay"," test",3,7,6,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,4,27,1,6,0.5,1,"3f5MYPfx",0.667709600005765
"control","start_with_long_delay"," test",3,7,7,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,0,4,27,1,6,0.5,1,"3f5MYPfx",0.401644700003089
"control","start_with_long_delay"," test",3,7,8,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,4,27,1,6,0.5,1,"3f5MYPfx",0.710497299995041
"control","start_with_long_delay"," test",3,7,9,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,4,27,1,6,0.5,1,"3f5MYPfx",0.542823700001463
"control","start_with_long_delay"," test",3,7,10,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,4,27,1,6,0.5,1,"3f5MYPfx",0.688177800009726
"control","start_with_long_delay"," test",3,7,11,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,0,4,27,1,6,0.5,1,"3f5MYPfx",0.472184900005232
"control","start_with_long_delay"," test",3,7,12,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,5,28,1,6,0.5,1,"3f5MYPfx",1.11517699999968
"control","start_with_long_delay"," test",3,7,13,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,5,28,1,6,0.5,1,"3f5MYPfx",0.358941300000879
"control","start_with_long_delay"," test",3,7,14,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,6,29,1,6,0.5,1,"3f5MYPfx",0.880733199999668
"control","start_with_long_delay"," test",3,7,15,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,1,7,30,1,6,0.5,1,"3f5MYPfx",0.520392899998114
"control","start_with_long_delay"," test",3,7,16,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,7,30,1,6,0.5,1,"3f5MYPfx",0.913016400008928
"control","start_with_long_delay"," test",3,7,17,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,0,7,30,1,6,0.5,1,"3f5MYPfx",0.546062800000072
"control","start_with_long_delay"," test",3,7,18,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,7,30,1,6,0.5,1,"3f5MYPfx",0.429324199998518
"control","start_with_long_delay"," test",3,7,19,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,7,30,1,6,0.5,1,"3f5MYPfx",0.546951800002716
"control","start_with_long_delay"," test",3,7,20,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,1,8,31,1,6,0.5,1,"3f5MYPfx",1.25950970000122
"control","start_with_long_delay"," test",3,7,21,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,8,31,1,6,0.5,1,"3f5MYPfx",0.865085800003726
"control","start_with_long_delay"," test",3,7,22,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,8,31,1,6,0.5,1,"3f5MYPfx",0.529099799998221
"control","start_with_long_delay"," test",3,7,23,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,8,31,1,6,0.5,1,"3f5MYPfx",0.605051599995932
"control","start_with_long_delay"," test",3,7,24,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,1,9,32,1,6,0.5,1,"3f5MYPfx",0.476515999995172
"control","start_with_long_delay"," test",3,7,25,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,9,32,1,6,0.5,1,"3f5MYPfx",1.75441519999004
"control","start_with_long_delay"," test",4,1,1,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,0,0,32,1,6,0.5,1,"3f5MYPfx",1.08343039998726
"control","start_with_long_delay"," test",4,1,2,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,1,33,1,6,0.5,1,"3f5MYPfx",0.721115799999097
"control","start_with_long_delay"," test",4,1,3,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,2,34,1,6,0.5,1,"3f5MYPfx",1.16897349999635
"control","start_with_long_delay"," test",4,1,4,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,3,35,1,6,0.5,1,"3f5MYPfx",0.397252099995967
"control","start_with_long_delay"," test",4,1,5,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,4,36,1,6,0.5,1,"3f5MYPfx",0.382969199999934
"control","start_with_long_delay"," test",4,1,6,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,5,37,1,6,0.5,1,"3f5MYPfx",0.632150300007197
"control","start_with_long_delay"," test",4,1,7,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,5,37,1,6,0.5,1,"3f5MYPfx",0.806784399988828
"control","start_with_long_delay"," test",4,1,8,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,5,37,1,6,0.5,1,"3f5MYPfx",0.994869799993467
"control","start_with_long_delay"," test",4,1,9,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,6,38,1,6,0.5,1,"3f5MYPfx",0.516458500002045
"control","start_with_long_delay"," test",4,1,10,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,7,39,1,6,0.5,1,"3f5MYPfx",0.311585999996169
"control","start_with_long_delay"," test",4,1,11,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,8,40,1,6,0.5,1,"3f5MYPfx",0.335718699992867
"control","start_with_long_delay"," test",4,1,12,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,8,40,1,6,0.5,1,"3f5MYPfx",0.391412099997979
"control","start_with_long_delay"," test",4,1,13,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,9,41,1,6,0.5,1,"3f5MYPfx",0.507852000009734
